ID1 ID2 HetHet IBS0 Kinship
2945740 4773472 0.047 0.0138 0.07
2945794 3070300 0.046 0.0139 0.066
2945841 5258936 0.047 0.0141 0.0691
2945978 1654262 0.067 0 0.249
2946156 1405532 0.044 0.0154 0.049
2946167 4617083 0.054 0.0082 0.1428
2946167 4746458 0.045 0.016 0.0471
2946180 3900557 0.045 0.0142 0.0589
2946265 2617412 0.045 0.014 0.0626
2946332 3071051 0.054 0.0093 0.1291
2946375 1587494 0.078 0.0039 0.2645
2946375 4139912 0.079 0.0035 0.2706
2946381 5933878 0.068 0 0.2517
2946497 5817582 0.078 0.0049 0.2479
2946510 3018288 0.046 0.0147 0.0593
2946510 4794402 0.076 0.0045 0.2517
2946528 3812858 0.079 0.0041 0.2652
2946605 5618828 0.052 0.0101 0.1165
2946677 1059912 0.044 0.0082 0.1259
2946677 2793358 0.064 0.0045 0.2433
2946795 5348696 0.044 0.0155 0.0468
2946871 1138208 0.084 0.0027 0.2933
2946885 3390076 0.051 0.0095 0.1187
2946917 3022217 0.079 0.0056 0.248
2946917 4410626 0.054 0.0094 0.1287
2947019 2135142 0.044 0.0156 0.0477
2947044 2672074 0.066 0 0.247
2947044 3908639 0.045 0.0153 0.0469
2947044 4581661 0.048 0.0124 0.0851
2947044 4715882 0.046 0.0148 0.0575
2947081 3477387 0.056 0.0101 0.1288
2947168 3326016 0.071 0.0067 0.2154
2947168 5561209 0.044 0.0144 0.0563
2947184 1914616 0.046 0.0139 0.0644
2947184 5355189 0.048 0.0127 0.0781
2947195 2551528 0.04 0.0077 0.1231
2947203 3190592 0.044 0.0155 0.048
2947287 5684910 0.046 0.0132 0.0738
2947439 2971223 0.047 0.0134 0.073
2947443 3867843 0.053 0.0095 0.1257
2947678 1126730 0.044 0.0155 0.0482
2947701 1869391 0.045 0.014 0.0597
2947738 1313510 0.073 0.0058 0.2321
2947742 1604027 0.046 0.0141 0.0608
2947824 3935246 0.044 0.0159 0.0445
2947889 2133918 0.077 0.0042 0.2558
2947889 2866861 0.045 0.0149 0.0555
2947889 5011591 0.045 0.0145 0.0604
2947920 3603584 0.045 0.0151 0.0536
2948002 4341241 0.045 0.015 0.05
2948029 4653423 0.046 0.0138 0.0685
2948119 5136940 0.044 0.0149 0.0495
2948190 5117861 0.086 0.0047 0.2827
2948215 5392564 0.045 0.015 0.0511
2948282 2181726 0.077 0.0047 0.2697
2948303 1006051 0.078 0.005 0.2504
2948352 4641396 0.045 0.015 0.0538
2948387 2251633 0.077 0.0049 0.2507
2948400 3054616 0.08 0.0054 0.2541
2948400 3490770 0.045 0.0154 0.0501
2948417 3828770 0.047 0.0129 0.0796
2948489 1285288 0.046 0.0143 0.063
2948489 5174242 0.045 0.0149 0.0572
2948509 1357714 0.046 0.0142 0.0652
2948627 2785537 0.077 0.0032 0.2584
2948627 4474067 0.046 0.0132 0.0715
2948627 5839554 0.046 0.0139 0.0633
2948651 3320585 0.045 0.0136 0.0672
2948673 5950576 0.041 0.0145 0.0449
2948805 4777082 0.046 0.0132 0.0733
2948821 3513532 0.078 0.0039 0.2647
2948864 1086162 0.048 0.0132 0.0754
2948864 5364612 0.068 0 0.2504
2948942 5466844 0.049 0.0114 0.0924
2948980 5889071 0.047 0.0136 0.0729
2949149 4483901 0.045 0.0155 0.0501
2949242 2116789 0.067 0.0001 0.2491
2949280 2618688 0.046 0.0137 0.069
2949280 4578532 0.044 0.0151 0.0489
2949299 5992969 0.078 0.0048 0.2538
2949429 2140050 0.08 0.004 0.2672
2949429 3679298 0.048 0.0123 0.0853
2949453 4126614 0.071 0.0066 0.2169
2949484 1616221 0.048 0.0145 0.0689
2949484 3220854 0.066 0 0.2488
2949504 1813840 0.047 0.0133 0.0669
2949504 2445229 0.043 0.015 0.0447
2949559 4856471 0.057 0.0075 0.1546
2949559 5873336 0.049 0.0132 0.0818
2949632 4220382 0.083 0.0038 0.278
2949663 2152209 0.046 0.0138 0.0683
2949746 3882589 0.044 0.0151 0.0483
2949810 4726628 0.045 0.0151 0.0499
2949852 3957238 0.067 0 0.2488
2950067 1008847 0.053 0.0091 0.1279
2950067 2534284 0.052 0.0089 0.1253
2950140 4191836 0.071 0.0062 0.2193
2950140 5650718 0.076 0.0046 0.2517
2950166 3468620 0.054 0.0099 0.1234
2950226 3721335 0.079 0.0045 0.2594
2950330 1259132 0.044 0.0157 0.0447
2950330 1928603 0.046 0.0151 0.0559
2950373 5169473 0.046 0.0146 0.0614
2950392 5509248 0.079 0.0044 0.2617
2950505 2460404 0.047 0.0134 0.0754
2950505 3154763 0.046 0.0139 0.0681
2950603 3718193 0.045 0.0155 0.0481
2950687 4081928 0.075 0.0044 0.2485
2950929 2619571 0.045 0.0152 0.0528
2950929 4077692 0.054 0.0088 0.1318
2951048 1528679 0.047 0.0135 0.0721
2951055 4254761 0.047 0.0142 0.0675
2951106 1520711 0.067 0 0.2515
2951149 3430688 0.08 0.0045 0.2606
2951165 3059416 0.045 0.0141 0.0617
2951173 5641051 0.046 0.0147 0.0607
2951242 5947193 0.045 0.0148 0.056
2951267 1074287 0.053 0.0096 0.1243
2951267 3465004 0.046 0.0147 0.0598
2951305 2926147 0.048 0.0132 0.0768
2951321 1498748 0.044 0.015 0.0478
2951321 5241760 0.045 0.014 0.0636
2951484 2580588 0.046 0.0141 0.0676
2951495 5404861 0.045 0.0147 0.0592
2951596 3220811 0.044 0.0149 0.0527
2951876 1650255 0.045 0.0147 0.0588
2951908 2306778 0.073 0.0048 0.2366
2951915 3774977 0.045 0.0154 0.0518
2952051 5213150 0.048 0.0132 0.0764
2952065 4050165 0.076 0.0043 0.2492
2952088 1402191 0.056 0.0075 0.1508
2952161 3558449 0.047 0.0139 0.0667
2952161 5564197 0.08 0.0043 0.2669
2952189 1825974 0.047 0.0137 0.0706
2952221 1579188 0.068 0 0.2506
2952264 2476742 0.043 0.013 0.0591
2952342 1237466 0.045 0.0155 0.0484
2952410 2078923 0.054 0.0086 0.1354
2952434 1050195 0.045 0.015 0.0545
2952452 5748164 0.079 0.0042 0.2606
2952526 5615210 0.045 0.0153 0.0515
2952581 1549049 0.047 0.0129 0.0799
2952590 3664975 0.055 0.0088 0.1384
2952633 5095616 0.068 0 0.2512
2952685 1114611 0.045 0.0152 0.0543
2952685 2746158 0.046 0.0149 0.0567
2952708 3582554 0.045 0.0145 0.0608
2952708 4124117 0.075 0.006 0.2394
2952723 2300328 0.067 0.0001 0.25
2952779 5948994 0.045 0.0148 0.0504
2952802 2587559 0.047 0.0145 0.0653
2952802 2833984 0.045 0.015 0.0556
2952802 4348553 0.045 0.0143 0.0603
2952802 5547283 0.047 0.0144 0.0641
2952909 1651118 0.076 0.0044 0.2491
2952922 3721806 0.047 0.0134 0.0708
2952997 2010394 0.049 0.0129 0.085
2953076 2002085 0.045 0.0146 0.0565
2953133 4096150 0.071 0.0058 0.2206
2953162 2826823 0.074 0.0051 0.239
2953171 3162738 0.053 0.0093 0.1267
2953211 2298716 0.047 0.0131 0.0777
2953260 5094499 0.077 0.0038 0.2592
2953283 5121410 0.046 0.0145 0.0611
2953337 4029401 0.045 0.0153 0.0537
2953427 4960845 0.047 0.014 0.0683
2953451 5646019 0.045 0.0141 0.0616
2953508 1855541 0.047 0.0139 0.0705
2953508 6014755 0.048 0.0134 0.0757
2953579 1558433 0.041 0.014 0.0456
2953579 1862881 0.041 0.0142 0.0482
2953579 1867014 0.04 0.0133 0.0448
2953579 1950429 0.04 0.014 0.0446
2953579 2041201 0.042 0.0144 0.0477
2953579 2384779 0.041 0.0144 0.0446
2953579 2517786 0.041 0.0139 0.0473
2953579 2945243 0.041 0.0144 0.0444
2953579 3177809 0.041 0.014 0.0494
2953579 3947246 0.041 0.0143 0.0446
2953579 4119389 0.041 0.0138 0.0476
2953579 4446344 0.041 0.0142 0.0461
2953579 4544083 0.041 0.0137 0.051
2953579 4557300 0.041 0.0136 0.0487
2953579 4705363 0.041 0.0141 0.0457
2953579 5010286 0.041 0.0143 0.0462
2953579 5059360 0.042 0.0143 0.0468
2953579 5219449 0.041 0.0141 0.045
2953579 5273057 0.041 0.014 0.0469
2953579 5341577 0.041 0.0145 0.0444
2953579 5599240 0.041 0.0139 0.0473
2953579 5775552 0.041 0.014 0.0455
2953579 5790217 0.041 0.0143 0.0456
2953579 5863238 0.041 0.0143 0.0462
2953579 5975901 0.041 0.0144 0.0447
2953636 5096161 0.047 0.0148 0.0627
2953648 1183188 0.044 0.0153 0.0503
2953689 4470993 0.054 0.0084 0.1383
2953758 4061232 0.045 0.0149 0.0537
2953781 5663631 0.045 0.0132 0.0704
2953905 1896664 0.048 0.0133 0.0744
2953912 3648509 0.046 0.0147 0.0615
2953986 4940543 0.046 0.0139 0.0662
2954023 4939945 0.056 0.007 0.156
2954031 1055442 0.077 0.004 0.2571
2954031 1977215 0.047 0.0134 0.0755
2954101 1680956 0.047 0.0132 0.0746
2954125 1347770 0.048 0.013 0.0803
2954214 3975995 0.076 0.0047 0.243
2954273 1446958 0.047 0.0138 0.0656
2954273 3225132 0.045 0.0145 0.0536
2954375 5783570 0.047 0.0143 0.0642
2954497 2173728 0.044 0.0147 0.0497
2954534 1936834 0.067 0 0.2476
2954534 5531006 0.045 0.0151 0.0515
2954569 1951890 0.052 0.0101 0.1171
2954569 4754233 0.051 0.0099 0.1178
2954768 1630820 0.077 0.0047 0.252
2954818 1481522 0.071 0.0061 0.214
2954833 2083039 0.066 0.0001 0.2471
2954859 3957470 0.046 0.0142 0.0618
2954948 3505200 0.046 0.0143 0.0594
2954961 3732811 0.045 0.015 0.0524
2954993 5021177 0.053 0.0097 0.1231
2955070 4247519 0.046 0.0146 0.0632
2955095 1046175 0.067 0 0.251
2955095 1647149 0.046 0.0142 0.0653
2955095 1779766 0.045 0.015 0.0575
2955095 2001034 0.073 0.0055 0.2324
2955095 4073739 0.048 0.0129 0.0791
2955107 5220796 0.044 0.0153 0.0508
2955208 1042336 0.066 0.0057 0.2071
2955208 5694174 0.077 0.0046 0.2538
2955303 4098246 0.047 0.0133 0.0732
2955391 3428099 0.048 0.0144 0.0691
2955391 5760739 0.082 0.0042 0.2757
2955509 1413293 0.044 0.0159 0.0448
2955560 1152382 0.081 0.0039 0.2727
2955630 1787900 0.054 0.0089 0.1319
2955649 3230707 0.067 0.0001 0.2485
2955651 5636796 0.078 0.0049 0.2541
2955704 5669005 0.043 0.0144 0.0476
2955785 1749711 0.074 0.0051 0.2381
2955796 3922683 0.078 0.0037 0.2682
2955812 3458354 0.045 0.0136 0.0669
2955839 5503429 0.046 0.0135 0.0702
2955850 4552316 0.075 0.005 0.2434
2955850 5439824 0.074 0.0054 0.2383
2955938 5375880 0.046 0.015 0.0598
2955999 5398889 0.046 0.0136 0.0675
2956047 4102224 0.046 0.014 0.064
2956059 5718912 0.045 0.0152 0.0513
2956096 1806044 0.046 0.0142 0.0624
2956237 3043396 0.044 0.0145 0.0493
2956237 4571207 0.046 0.0141 0.0633
2956383 4102479 0.048 0.013 0.0783
2956524 4420671 0.076 0.0049 0.248
2956536 4542416 0.046 0.0138 0.067
2956536 4617060 0.066 0 0.2466
2956623 3162090 0.067 0 0.2454
2956623 5442724 0.068 0 0.2501
2956666 1431094 0.053 0.0098 0.1222
2956705 4637344 0.045 0.0146 0.0578
2956712 1623497 0.047 0.0141 0.0653
2956712 1904319 0.047 0.0135 0.0699
2956743 4182633 0.067 0 0.2498
2956743 4266252 0.068 0 0.255
2956806 1493387 0.073 0.0047 0.2366
2956926 3225424 0.077 0.0047 0.2506
2956932 5563314 0.077 0.0047 0.2526
2957112 5621245 0.047 0.0138 0.0696
2957224 5948746 0.079 0.0044 0.261
2957272 4514943 0.076 0.0046 0.2501
2957304 2472982 0.045 0.0152 0.0514
2957371 2477167 0.045 0.0148 0.0585
2957371 3135665 0.046 0.0139 0.0664
2957371 4373412 0.079 0.0039 0.2638
2957457 3364780 0.047 0.0138 0.0698
2957457 4494421 0.081 0.0046 0.2691
2957642 3912757 0.066 0 0.2501
2957642 4266443 0.068 0.0048 0.2391
2957656 2970871 0.052 0.0094 0.1198
2957680 1315129 0.066 0.0001 0.246
2957728 1063937 0.045 0.0143 0.0613
2957728 2999375 0.069 0.0059 0.211
2957745 4908282 0.056 0.0072 0.1541
2957769 4676845 0.077 0.0048 0.2524
2957787 5482831 0.079 0.0048 0.2569
2957791 3609069 0.046 0.0144 0.0638
2957791 3745208 0.044 0.0143 0.0558
2957791 5096117 0.045 0.0145 0.0592
2957890 4965677 0.045 0.0144 0.0601
2957927 1571693 0.074 0.0055 0.237
2958012 4243605 0.046 0.0139 0.0657
2958086 2332399 0.044 0.0156 0.0466
2958135 5960831 0.044 0.0155 0.05
2958271 2350981 0.046 0.0144 0.0599
2958296 3094619 0.086 0.0041 0.2853
2958296 3529950 0.047 0.0139 0.0719
2958296 3799229 0.045 0.0153 0.0518
2958296 4882077 0.055 0.0088 0.1371
2958419 2664029 0.08 0.0048 0.2644
2958426 2027064 0.047 0.0134 0.071
2958426 5597189 0.044 0.0145 0.0503
2958444 5049802 0.049 0.0113 0.0977
2958574 4534476 0.047 0.0131 0.0762
2958574 4921873 0.047 0.0136 0.0718
2958641 2320667 0.053 0.0096 0.1261
2958903 4609112 0.044 0.0158 0.0456
2958991 1703022 0.045 0.0146 0.0601
2959032 3233607 0.045 0.0149 0.0557
2959075 1622224 0.046 0.0134 0.0701
2959075 2332250 0.047 0.0143 0.066
2959090 2197097 0.054 0.0094 0.1271
2959170 4902284 0.067 0.0001 0.2476
2959252 4599252 0.076 0.0056 0.2415
2959276 1403902 0.045 0.0143 0.0586
2959308 2065862 0.045 0.0144 0.0577
2959331 3943443 0.047 0.0148 0.0618
2959331 5911764 0.046 0.0143 0.0591
2959379 4495854 0.047 0.0139 0.0664
2959412 3872375 0.046 0.0137 0.0671
2959486 1140739 0.054 0.0083 0.1394
2959486 5595044 0.054 0.0084 0.1394
2959514 1720250 0.044 0.0146 0.0552
2959622 2264701 0.044 0.0147 0.0538
2959646 1099578 0.077 0.0054 0.251
2959836 1766884 0.047 0.0136 0.0703
2959861 4625504 0.046 0.0146 0.0592
2959872 3056871 0.072 0.0059 0.2251
2959947 1135519 0.077 0.0057 0.246
2959962 2694755 0.044 0.0154 0.0463
2959962 5960122 0.047 0.0142 0.0687
2959996 3899315 0.066 0.0001 0.2474
2960045 2280628 0.052 0.0103 0.116
2960069 5590694 0.047 0.0135 0.0722
2960104 1671731 0.084 0.0036 0.2891
2960185 1871787 0.044 0.015 0.0494
2960260 2458029 0.079 0.005 0.2565
2960260 4841057 0.044 0.0158 0.046
2960329 2689720 0.045 0.0144 0.061
2960329 2774646 0.045 0.0146 0.0554
2960341 4517434 0.077 0.0053 0.249
2960427 3656694 0.044 0.0148 0.0497
2960430 3204318 0.082 0.004 0.2747
2960430 5217982 0.134 0 0.4975
2960557 5559744 0.046 0.0132 0.0771
2960594 1620615 0.045 0.0141 0.0594
2960600 1507532 0.044 0.0159 0.0444
2960726 3296390 0.05 0.0106 0.1081
2960813 2033033 0.046 0.0146 0.0593
2960813 2747003 0.044 0.0149 0.0501
2960899 3369206 0.047 0.0134 0.072
2961019 2734844 0.045 0.0149 0.0556
2961032 2264315 0.048 0.0128 0.0768
2961129 1800857 0.079 0.0042 0.264
2961203 4277949 0.046 0.0143 0.064
2961210 4008945 0.045 0.0149 0.0554
2961228 1888286 0.055 0.0082 0.1429
2961228 2035601 0.051 0.0099 0.1173
2961228 2357445 0.047 0.0133 0.077
2961315 4342617 0.045 0.0151 0.0531
2961340 3012578 0.05 0.01 0.1122
2961379 4173883 0.054 0.0082 0.1402
2961421 1883431 0.045 0.0145 0.0589
2961498 1283382 0.077 0.0048 0.2503
2961506 3075395 0.076 0.0053 0.2418
2961609 1027438 0.08 0.0046 0.2623
2961609 1516939 0.048 0.0127 0.0839
2961817 5786991 0.045 0.014 0.0592
2961824 3627279 0.051 0.0104 0.1073
2961824 5117141 0.054 0.0088 0.1348
2961959 4327858 0.047 0.0124 0.0814
2961971 3347335 0.044 0.0151 0.0493
2961971 3975420 0.046 0.0136 0.0653
2961985 1437041 0.052 0.0102 0.1158
2962084 1170290 0.047 0.0142 0.0698
2962282 1391675 0.047 0.0131 0.0744
2962303 3107324 0.045 0.0151 0.0507
2962334 2556636 0.044 0.0155 0.0459
2962400 4508246 0.047 0.0141 0.07
2962436 5040454 0.053 0.0091 0.129
2962461 5744573 0.045 0.0141 0.0642
2962472 4190661 0.045 0.0162 0.0466
2962509 1400769 0.08 0.0035 0.2756
2962509 2107888 0.132 0 0.4987
2962583 4465556 0.081 0.0047 0.265
2962630 2745446 0.045 0.0145 0.0585
2962630 3803444 0.054 0.0089 0.1347
2962692 3150981 0.079 0.0042 0.2621
2962704 1001058 0.044 0.0155 0.0475
2962759 3881185 0.045 0.0146 0.0569
2962759 5073755 0.045 0.0159 0.0486
2962771 3290568 0.078 0.0039 0.2629
2962850 3023015 0.052 0.0102 0.1184
2962901 3667860 0.074 0.0056 0.2357
2962942 2222481 0.067 0.0001 0.2476
2962942 2725533 0.046 0.0155 0.0524
2962942 4495219 0.045 0.0147 0.0527
2962942 4954548 0.081 0.0036 0.2745
2962999 1566834 0.044 0.0155 0.0456
2962999 5154030 0.045 0.0149 0.0517
2963000 2970741 0.067 0 0.2478
2963024 3734036 0.055 0.0086 0.1372
2963036 3879246 0.046 0.0131 0.0742
2963055 2286413 0.039 0.0129 0.0473
2963055 3533232 0.038 0.0129 0.0498
2963055 3600464 0.039 0.0124 0.0552
2963061 1503804 0.046 0.0044 0.2284
2963188 3538886 0.045 0.0155 0.0495
2963225 5621486 0.047 0.0139 0.0736
2963242 2257446 0.07 0.0064 0.2142
2963274 3279080 0.047 0.0141 0.0692
2963299 1669904 0.066 0 0.2461
2963299 2254415 0.067 0 0.2503
2963305 2547501 0.047 0.0135 0.0718
2963321 2228103 0.052 0.0097 0.12
2963386 5623441 0.047 0.0129 0.0775
2963402 4284932 0.076 0.0043 0.2518
2963468 3254468 0.045 0.0154 0.0495
2963571 4984349 0.046 0.0136 0.0694
2963760 2820918 0.045 0.0154 0.0488
2963834 3326303 0.046 0.0144 0.0646
2963957 3045378 0.044 0.0155 0.0498
2963957 3423785 0.047 0.0138 0.0724
2963994 2937100 0.046 0.0138 0.0699
2963994 4617293 0.045 0.0143 0.063
2964071 2581628 0.048 0.0128 0.0818
2964103 2739657 0.043 0.013 0.0616
2964110 1159014 0.046 0.0141 0.0612
2964128 2696261 0.048 0.0131 0.0761
2964536 3236618 0.067 0 0.2475
2964666 2906641 0.078 0.0041 0.257
2964739 3860325 0.045 0.0149 0.0528
2964798 4172851 0.047 0.0136 0.0722
2964814 1188795 0.047 0.0134 0.0765
2964814 2160647 0.047 0.0135 0.0723
2964814 2173415 0.047 0.014 0.0693
2964814 5442691 0.044 0.0151 0.0495
2964873 2330330 0.067 0 0.2485
2964888 2657427 0.047 0.0135 0.0724
2965043 3515349 0.052 0.0103 0.1171
2965064 1894969 0.076 0.0044 0.2494
2965122 2283689 0.044 0.0157 0.0448
2965122 5150188 0.044 0.015 0.0512
2965220 3772595 0.067 0.0001 0.2496
2965233 4506674 0.046 0.0137 0.0661
2965233 4962866 0.044 0.015 0.0507
2965247 5282824 0.055 0.0093 0.1335
2965361 3184922 0.044 0.0148 0.0557
2965361 3757080 0.047 0.0137 0.0716
2965361 4044963 0.046 0.014 0.0619
2965426 3033012 0.046 0.0144 0.0615
2965432 4662128 0.045 0.0146 0.0588
2965463 5276822 0.077 0.0046 0.2518
2965481 4121440 0.075 0.0032 0.2687
2965751 2149004 0.046 0.0155 0.0505
2965751 3280366 0.076 0.0054 0.2408
2965773 4072349 0.046 0.0151 0.0548
2965773 4254099 0.046 0.0145 0.0624
2965866 5730473 0.046 0.0139 0.0667
2965952 2852184 0.045 0.0153 0.0509
2966027 3296174 0.047 0.0135 0.0744
2966027 4104246 0.045 0.0137 0.0631
2966027 4755816 0.044 0.0144 0.0503
2966049 5805360 0.053 0.0106 0.1166
2966100 2709304 0.044 0.0152 0.0456
2966148 1727762 0.045 0.0151 0.0532
2966189 5508230 0.048 0.0132 0.0777
2966243 1603713 0.058 0.0098 0.1448
2966243 2874066 0.076 0.0045 0.2495
2966243 6007101 0.046 0.0142 0.0671
2966277 4666230 0.054 0.009 0.1347
2966380 4805603 0.076 0.0044 0.2527
2966476 5809672 0.048 0.0133 0.0774
2966590 3307911 0.046 0.0159 0.048
2966590 5183591 0.045 0.0158 0.0465
2966647 3222073 0.053 0.0097 0.126
2966671 2894662 0.076 0.0054 0.2427
2966671 3431110 0.047 0.0129 0.0781
2966757 1967746 0.045 0.0144 0.062
2966853 1219806 0.047 0.0142 0.0662
2966946 5056382 0.046 0.0144 0.0612
2966954 5481875 0.051 0.0096 0.1193
2966954 5636190 0.052 0.01 0.1199
2967001 5535076 0.076 0.0043 0.2511
2967056 4825558 0.079 0.0056 0.2469
2967080 1456757 0.044 0.0157 0.0471
2967115 4934280 0.045 0.0149 0.0582
2967140 5674215 0.073 0.0058 0.224
2967182 5914756 0.077 0.0056 0.2465
2967219 4883660 0.068 0.0032 0.2768
2967226 2647748 0.08 0.0027 0.2789
2967275 2695644 0.078 0.0048 0.2506
2967471 5533956 0.046 0.015 0.0599
2967550 1033328 0.044 0.015 0.0541
2967603 5427635 0.046 0.0143 0.0639
2967634 2023006 0.053 0.009 0.1297
2967669 3766511 0.047 0.0141 0.0672
2967669 5286479 0.048 0.0137 0.0773
2967789 1899364 0.077 0.0058 0.2402
2967929 4112676 0.054 0.0096 0.1288
2967929 4375082 0.046 0.014 0.0684
2967929 4573494 0.067 0 0.2507
2967984 4815921 0.047 0.0131 0.0767
2967995 4368495 0.045 0.0148 0.0554
2968101 5992910 0.044 0.0157 0.0472
2968113 5085400 0.045 0.0138 0.0631
2968174 1407855 0.044 0.0151 0.0519
2968199 5728372 0.045 0.0139 0.0631
2968227 2253597 0.046 0.0148 0.0599
2968319 3433909 0.044 0.0155 0.0461
2968326 4585399 0.076 0.0046 0.2406
2968326 5858109 0.051 0.0108 0.1046
2968381 4397464 0.047 0.0128 0.0794
2968390 4603632 0.045 0.0148 0.0559
2968528 1860480 0.046 0.0146 0.0614
2968552 2776339 0.039 0.0129 0.0567
2968741 3664335 0.044 0.0151 0.0497
2968804 2741553 0.046 0.0143 0.0637
2968833 3569474 0.048 0.0129 0.0817
2968859 2428803 0.045 0.015 0.0556
2968924 1815760 0.046 0.0146 0.0601
2968924 2771110 0.048 0.0123 0.0874
2968989 3692465 0.058 0.0079 0.1541
2969035 1331570 0.045 0.0152 0.0519
2969035 2157903 0.045 0.015 0.0555
2969046 4015476 0.076 0.0045 0.2501
2969046 5039302 0.046 0.0134 0.0724
2969083 3780435 0.08 0.0041 0.2696
2969186 4516822 0.047 0.0128 0.0809
2969255 2444535 0.047 0.0133 0.0714
2969255 2791976 0.046 0.0131 0.0752
2969255 3067529 0.049 0.0126 0.0841
2969304 5791921 0.048 0.0127 0.0827
2969359 3726711 0.076 0.0043 0.2534
2969385 5370259 0.047 0.0144 0.0665
2969440 2087169 0.081 0.0036 0.2734
2969440 5080373 0.056 0.0086 0.1414
2969502 1675874 0.044 0.0155 0.0468
2969502 3310445 0.055 0.009 0.1342
2969568 1387276 0.071 0.0063 0.2179
2969568 1394936 0.07 0.0052 0.2226
2969703 2849132 0.047 0.0139 0.0686
2969710 5490203 0.066 0.0001 0.245
2969752 5445359 0.059 0.0001 0.2194
2969807 5114336 0.045 0.0148 0.0569
2969819 2487653 0.046 0.0134 0.071
2969858 1084520 0.075 0.0042 0.2494
2969858 2148953 0.054 0.0088 0.1338
2969927 1747654 0.046 0.0148 0.0586
2970040 4198702 0.079 0.0052 0.2568
2970094 2781319 0.065 0.0001 0.2467
2970180 4891793 0.047 0.0132 0.0749
2970230 2398954 0.071 0.0049 0.2274
2970249 3912487 0.048 0.0136 0.0757
2970249 4313426 0.047 0.0143 0.0688
2970251 2619828 0.046 0.0147 0.061
2970288 5298941 0.043 0.0156 0.0452
2970381 1198932 0.045 0.0153 0.0492
2970390 5740560 0.046 0.0145 0.063
2970409 3623474 0.046 0.0144 0.0642
2970460 2458387 0.048 0.0145 0.0688
2970460 5198003 0.048 0.0133 0.0785
2970497 1541282 0.054 0.0083 0.1341
2970605 5341645 0.067 0 0.2503
2970770 4913121 0.046 0.0139 0.0685
2970795 5188339 0.046 0.0133 0.0682
2970833 3664798 0.046 0.0137 0.0666
2970833 5926490 0.045 0.0147 0.0559
2971037 4919069 0.046 0.0149 0.0592
2971041 3962631 0.056 0.0056 0.214
2971053 1779476 0.067 0.0001 0.2502
2971144 2263870 0.05 0.0132 0.0858
2971231 4613283 0.075 0.0049 0.2422
2971279 1541328 0.045 0.0144 0.0619
2971583 4226903 0.039 0 0.2488
2971692 3221350 0.044 0.015 0.0531
2971762 1693926 0.045 0.0143 0.062
2971796 1154822 0.076 0.005 0.2457
2971821 1126616 0.046 0.0145 0.0558
2971821 3144979 0.048 0.0129 0.0777
2971821 4808819 0.048 0.0136 0.0717
2971901 1519525 0.066 0.0001 0.2471
2971913 2564329 0.076 0.0045 0.2511
2971942 4365962 0.046 0.0142 0.0614
2971999 4950159 0.047 0.0141 0.0685
2972026 1214482 0.046 0.0142 0.0648
2972032 1240124 0.087 0.0036 0.2979
2972153 3830213 0.047 0.0131 0.0762
2972195 2328980 0.068 0 0.2514
2972195 3032573 0.053 0.0088 0.1309
2972195 5236185 0.047 0.0132 0.0779
2972195 5407866 0.052 0.0102 0.1178
2972228 3856675 0.08 0.0048 0.2575
2972269 5709295 0.043 0.015 0.0495
2972276 2169109 0.046 0.0146 0.0622
2972405 3894101 0.072 0.0054 0.2291
2972405 5705414 0.046 0.0139 0.0621
2972443 1302366 0.067 0 0.247
2972450 2091205 0.044 0.0156 0.046
2972622 4822085 0.076 0.0054 0.2449
2972701 4165676 0.075 0.0042 0.2488
2972756 1906085 0.045 0.0154 0.0482
2972756 3784793 0.046 0.0142 0.0642
2972774 2850319 0.077 0.0052 0.2488
2972774 2987326 0.081 0.0043 0.2688
2973005 4373861 0.044 0.0152 0.0506
2973005 4789031 0.047 0.0142 0.0656
2973043 1189769 0.049 0.0128 0.0863
2973220 3398113 0.044 0.0143 0.0584
2973324 2797507 0.046 0.0137 0.0681
2973324 5718104 0.045 0.0157 0.0502
2973372 3961370 0.047 0.0135 0.0728
2973458 2103882 0.045 0.0155 0.051
2973458 5899031 0.045 0.0141 0.0619
2973525 1864566 0.045 0.0147 0.056
2973574 5476172 0.044 0.0153 0.0501
2973602 1305596 0.047 0.0145 0.0637
2973629 1461863 0.045 0.0145 0.0586
2973792 5307617 0.045 0.0144 0.0598
2973792 5962876 0.043 0.0154 0.0444
2973823 5062427 0.047 0.0138 0.0703
2973840 4593557 0.048 0.0129 0.0816
2973934 3263741 0.082 0.005 0.2633
2973991 2332325 0.067 0 0.2494
2974001 4444730 0.078 0.0049 0.2537
2974182 1020326 0.044 0.0145 0.0541
2974207 3037830 0.051 0.0102 0.1157
2974226 5521455 0.078 0.0036 0.2685
2974306 4149983 0.055 0.0084 0.1438
2974392 2672388 0.046 0.0135 0.0658
2974418 2252845 0.046 0.0153 0.0575
2974505 1877069 0.046 0.0153 0.0553
2974512 4050675 0.077 0.0046 0.254
2974512 5686955 0.086 0.0022 0.3076
2974521 1672658 0.053 0.0098 0.1262
2974521 2462544 0.054 0.0091 0.1347
2974598 5331665 0.053 0.0091 0.1319
2974628 5144268 0.048 0.013 0.0797
2974669 4527281 0.044 0.0151 0.0492
2974676 4554129 0.051 0.0112 0.0997
2974676 4693288 0.046 0.0151 0.0524
2974700 1251513 0.045 0.0154 0.0517
2974724 2885542 0.071 0.0049 0.2223
