ID1 ID2 HetHet IBS0 Kinship
1546537 3350991 0.045 0.0157 0.0483
1546541 5712168 0.049 0.012 0.0915
1546553 5434917 0.079 0.0051 0.2549
1546638 4060269 0.048 0.0133 0.0776
1546776 3565052 0.048 0.0139 0.0732
1546776 5800635 0.076 0.0049 0.249
1546791 4476097 0.046 0.0146 0.0625
1546863 1629718 0.045 0.0145 0.0534
1546863 4294172 0.047 0.0134 0.0728
1546890 3901889 0.047 0.0127 0.0778
1546930 3598679 0.055 0.0076 0.1483
1546973 3406499 0.052 0.0097 0.1186
1546973 5019218 0.053 0.0093 0.1288
1547103 1665688 0.081 0.0042 0.2692
1547103 3044328 0.049 0.0116 0.096
1547128 4162427 0.047 0.0145 0.063
1547216 1798385 0.032 0.0112 0.0469
1547270 1225469 0.049 0.013 0.0865
1547270 4334849 0.047 0.0144 0.0652
1547335 5262111 0.047 0.0136 0.0725
1547401 2949644 0.072 0.0057 0.2288
1547438 3250148 0.071 0.0055 0.2335
1547536 4705677 0.075 0.0049 0.2416
1547589 2822422 0.047 0.0141 0.0662
1547666 1797684 0.044 0.0154 0.0479
1547666 2615997 0.047 0.0133 0.0751
1547777 3360181 0.046 0.0135 0.0721
1547830 1950632 0.047 0.0134 0.0727
1547919 2662591 0.08 0.005 0.2616
1547926 1762560 0.045 0.0152 0.0509
1548076 4307737 0.045 0.0153 0.052
1548076 4648378 0.046 0.0145 0.0611
1548076 5660870 0.045 0.0157 0.0502
1548120 5428417 0.046 0.0142 0.0652
1548171 1549469 0.046 0.0138 0.0699
1548171 4442059 0.07 0.007 0.2118
1548246 4931900 0.045 0.015 0.0552
1548260 2454991 0.047 0.0135 0.0743
1548278 2704990 0.045 0.0142 0.0575
1548297 3481135 0.048 0.0001 0.2485
1548297 5227296 0.035 0.0128 0.0476
1548353 1487442 0.045 0.0145 0.0588
1548427 1863156 0.046 0.0142 0.0609
1548427 5816925 0.047 0.0133 0.0754
1548492 5388272 0.046 0.0143 0.065
1548557 2061906 0.045 0.0144 0.0597
1548655 3978304 0.066 0.0001 0.2454
1548655 5325464 0.068 0 0.2504
1548672 3394975 0.077 0.0053 0.2477
1548758 5247832 0.046 0.0155 0.0537
1548775 1303765 0.079 0.0038 0.268
1548790 1441940 0.078 0.0039 0.2615
1548912 4777113 0.055 0.0084 0.1399
1548939 3541077 0.048 0.0124 0.0832
1549027 1800894 0.049 0.0124 0.0875
1549027 3018435 0.045 0.0145 0.0602
1549301 4140833 0.052 0.0032 0.2626
1549410 1758458 0.048 0.0143 0.0699
1549428 2629128 0.044 0.015 0.0515
1549491 3374823 0.053 0.0096 0.1244
1549532 1353277 0.077 0.0039 0.2612
1549532 2985076 0.076 0.0072 0.2282
1549633 4156592 0.047 0.0136 0.0684
1549708 3515194 0.048 0.0131 0.079
1549708 3980030 0.046 0.0139 0.0668
1549723 2065510 0.046 0.0136 0.0657
1549816 4080981 0.045 0.0141 0.062
1549816 4439886 0.044 0.0156 0.0471
1549895 5980069 0.046 0.0141 0.0625
1550005 3084394 0.046 0.0132 0.0718
1550039 1112171 0.079 0.0039 0.2664
1550077 5327558 0.046 0.0148 0.0594
1550197 2533127 0.044 0.015 0.0519
1550324 1646616 0.047 0.0137 0.0736
1550324 5894678 0.046 0.0139 0.0674
1550407 2889318 0.045 0.0156 0.0466
1550481 1912919 0.044 0.0154 0.0482
1550481 1935433 0.045 0.0152 0.0503
1550556 1555557 0.045 0.0142 0.0636
1550556 2330652 0.053 0.0084 0.134
1550556 4474811 0.076 0.0042 0.2504
1550556 5650417 0.053 0.0086 0.1325
1550567 1056730 0.079 0.0041 0.2605
1550567 1690708 0.044 0.0144 0.0529
1550670 1063691 0.046 0.0151 0.0555
1550670 1112254 0.047 0.0137 0.0688
1550727 2344274 0.046 0.014 0.0656
1550815 3317651 0.044 0.0149 0.051
1550857 3405733 0.053 0.0101 0.1221
1550928 1857546 0.046 0.0143 0.0645
1550987 1983375 0.046 0.0142 0.0657
1550987 3689830 0.046 0.014 0.0678
1551117 1336387 0.051 0.0107 0.1107
1551148 2311277 0.05 0.0122 0.0921
1551155 2125463 0.072 0.005 0.2283
1551155 2469058 0.047 0.0145 0.0662
1551193 4252382 0.034 0.0115 0.0591
1551212 3853946 0.046 0.0145 0.059
1551212 4157079 0.046 0.0137 0.0686
1551325 1063543 0.051 0.0103 0.1111
1551342 2929154 0.077 0.0042 0.2561
1551356 5788563 0.045 0.0145 0.0604
1551399 2743738 0.044 0.0146 0.0535
1551434 2912135 0.081 0.0039 0.2781
1551633 2210946 0.045 0.0151 0.0492
1551708 3116340 0.052 0.0105 0.1134
1551723 2895804 0.048 0.0127 0.083
1551870 1643482 0.067 0.0001 0.2476
1551870 4883971 0.046 0.0144 0.062
1551870 5696739 0.054 0.0091 0.1318
1552024 3755616 0.045 0.0152 0.0511
1552089 1621580 0.051 0.004 0.2544
1552089 2274050 0.034 0.0111 0.0577
1552151 4704757 0.049 0.0126 0.0886
1552386 5272177 0.045 0.0151 0.0531
1552402 5219076 0.044 0.0156 0.0452
1552484 1418715 0.044 0.0154 0.0496
1552484 2758841 0.044 0.0156 0.0454
1552585 2699731 0.044 0.0145 0.0543
1552690 4499358 0.045 0.0143 0.0585
1552803 1236237 0.047 0.014 0.0696
1552803 5260437 0.053 0.0101 0.1194
1552876 1501296 0.045 0.0159 0.0512
1553070 3679983 0.077 0.0043 0.2549
1553107 4023980 0.047 0.0138 0.0687
1553126 4835627 0.045 0.0151 0.0538
1553215 3550859 0.051 0.0101 0.113
1553240 1089355 0.072 0.0057 0.2294
1553240 3717377 0.042 0.0149 0.0464
1553310 2040691 0.053 0.0091 0.1263
1553509 2061914 0.052 0.0098 0.1232
1553509 2304756 0.045 0.0142 0.0636
1553509 3904237 0.074 0.0044 0.2445
1553509 5856958 0.047 0.0123 0.0822
1553546 3163122 0.047 0.0143 0.0663
1553560 1978959 0.045 0.0143 0.0603
1553578 4875773 0.047 0.0144 0.0623
1553606 2770843 0.047 0.0138 0.0689
1553630 1388436 0.073 0.0058 0.2304
1553630 3260873 0.076 0.004 0.2543
1553649 5566795 0.054 0.0083 0.1388
1553651 1043210 0.046 0.0139 0.066
1553688 2382808 0.067 0.0001 0.2513
1553718 3077716 0.049 0.0135 0.0796
1553718 3142485 0.048 0.0135 0.0787
1553720 2695675 0.047 0.0135 0.0713
1553747 5621195 0.072 0.0052 0.2307
1553956 3770589 0.047 0.0134 0.075
1553980 1289290 0.047 0.0143 0.0675
1553980 2106359 0.066 0 0.2479
1554054 1503156 0.075 0.0043 0.2489
1554105 1221763 0.048 0.0139 0.0733
1554105 5405846 0.046 0.0143 0.0607
1554248 1311336 0.081 0.004 0.2706
1554255 1282670 0.044 0.0152 0.0497
1554318 3885399 0.039 0.0127 0.0646
1554320 5340153 0.069 0 0.2543
1554385 2809599 0.044 0.0159 0.0459
1554482 1776787 0.048 0.0133 0.0776
1554502 3453379 0.071 0.0056 0.2195
1554516 4929390 0.044 0.0154 0.049
1554734 4835266 0.046 0.0149 0.0532
1554734 5761556 0.073 0.0063 0.2229
1554787 2845848 0.046 0.0142 0.0642
1554875 2112881 0.048 0.0128 0.0796
1554914 2686539 0.073 0.0054 0.2319
1555297 1246899 0.073 0.0054 0.2317
1555353 5739177 0.044 0.0154 0.0473
1555473 3163538 0.077 0.0041 0.2552
1555523 3687066 0.047 0.0129 0.0783
1555557 2330652 0.053 0.0095 0.1258
1555594 4937913 0.078 0.0045 0.2575
1555648 1848248 0.048 0.0141 0.0696
1555648 3279275 0.044 0.0148 0.0547
1555744 3481285 0.077 0.0042 0.2563
1555744 4075965 0.044 0.0156 0.0464
1555763 4003254 0.077 0.0038 0.2642
1555790 4195426 0.044 0.0148 0.0552
1555790 5259537 0.047 0.0135 0.0737
1555801 5072589 0.076 0.0041 0.2662
1555856 4122765 0.046 0.0143 0.0659
1555856 5691036 0.073 0.0051 0.2379
1555867 4712376 0.066 0 0.2488
1555874 2521607 0.054 0.0085 0.1378
1555950 1917153 0.046 0.0136 0.0697
1555986 3976585 0.046 0.0141 0.0642
1556075 2542353 0.074 0.0046 0.2451
1556075 3375731 0.043 0.0151 0.0477
1556081 1753406 0.074 0.0048 0.2421
1556081 4919813 0.048 0.0133 0.0781
1556081 5999953 0.052 0.0084 0.1316
1556129 5130560 0.067 0.0001 0.249
1556170 3748348 0.066 0 0.2459
1556287 5124078 0.046 0.0136 0.0693
1556340 3133120 0.045 0.0135 0.0679
1556382 2884814 0.051 0.0101 0.1137
1556412 5398774 0.046 0.0142 0.0655
1556486 5179866 0.052 0.0093 0.1238
1556635 5539777 0.047 0.0139 0.0703
1556635 5688016 0.053 0.0105 0.1205
1556646 1256941 0.048 0.0141 0.0714
1556646 1338963 0.046 0.0142 0.0658
1556646 3915489 0.078 0.0043 0.2602
1556646 4333711 0.076 0.0047 0.2484
1556742 5795092 0.078 0.0048 0.2531
1556767 3652250 0.047 0.0132 0.0764
1556774 5180777 0.048 0.0131 0.0803
1556817 2515114 0.049 0.0119 0.0926
1556817 3753979 0.068 0.0001 0.2515
1556817 4179048 0.054 0.0084 0.1375
1556836 5912617 0.046 0.0148 0.059
1557015 5896915 0.048 0.0138 0.0717
1557180 1293642 0.045 0.0141 0.0604
1557230 3693161 0.081 0.004 0.2747
1557251 4864878 0.052 0.01 0.1185
1557292 2433653 0.054 0.0087 0.134
1557307 2793716 0.067 0.0001 0.2476
1557390 3378016 0.045 0.0152 0.0541
1557497 1420132 0.053 0.0099 0.1205
1557497 4673380 0.045 0.0148 0.0566
1557510 4545211 0.044 0.0152 0.0511
1557534 1237734 0.046 0.0142 0.0615
1557534 5486282 0.045 0.0142 0.0594
1557534 6002876 0.046 0.0138 0.0685
1557587 1460735 0.044 0.0143 0.0541
1557753 5372709 0.048 0.0139 0.0724
1557784 3804811 0.037 0.0132 0.0507
1557795 3408945 0.079 0.004 0.2637
1557948 4318617 0.045 0.0142 0.0575
1558013 4684585 0.067 0 0.2496
1558025 5593031 0.071 0.0062 0.2144
1558140 5137866 0.077 0.0046 0.2485
1558351 4434451 0.045 0.0143 0.059
1558373 5084326 0.044 0.0158 0.0452
1558418 5291868 0.073 0.0052 0.2377
1558433 4119389 0.041 0.0138 0.0464
1558433 5273057 0.04 0.0137 0.0475
1558433 5752598 0.041 0.0136 0.0479
1558433 6017378 0.04 0.0138 0.0445
1558496 1363134 0.046 0.0139 0.0653
1558512 1073708 0.044 0.0147 0.0534
1558736 4245129 0.044 0.015 0.0511
1558748 5780861 0.077 0.004 0.2557
1558755 1085423 0.074 0.0047 0.2386
1558809 4879769 0.077 0.005 0.247
1558860 1195917 0.047 0.0132 0.0763
1558860 1417571 0.047 0.0139 0.0705
1558937 1826975 0.067 0.0001 0.2493
1558941 3899421 0.043 0.0153 0.0473
1558941 5547028 0.076 0.0045 0.2514
1558995 5981234 0.046 0.0147 0.0596
1559020 3845353 0.053 0.0087 0.1223
1559033 3561491 0.073 0.0059 0.2281
1559033 3734225 0.075 0.0054 0.24
1559047 3158055 0.065 0.0001 0.2459
1559047 4743541 0.048 0.0135 0.0758
1559096 2602065 0.045 0.0145 0.0587
1559128 1483882 0.08 0.0042 0.2678
1559187 2650834 0.045 0.0141 0.0635
1559191 4964723 0.046 0.0141 0.0659
1559335 3440069 0.047 0.0134 0.0702
1559335 5153382 0.069 0.0063 0.2136
1559360 4839774 0.077 0.0037 0.2589
1559438 5315525 0.048 0.0123 0.0897
1559467 1776482 0.053 0.0089 0.1304
1559561 1897170 0.044 0.0155 0.046
1559615 2021383 0.044 0.0153 0.0482
1559830 1344863 0.047 0.0136 0.0747
1559830 1655954 0.048 0.0129 0.0796
1559830 2147534 0.045 0.0152 0.0517
1559849 5997998 0.045 0.0156 0.051
1559907 5632317 0.047 0.0124 0.0785
1559932 4391763 0.08 0.0042 0.261
1560181 5009345 0.044 0.0153 0.048
1560215 2558366 0.047 0.0135 0.0699
1560215 2978636 0.08 0.0041 0.2643
1560215 5471933 0.046 0.0135 0.0696
1560334 2399880 0.046 0.0148 0.0598
1560352 5639123 0.048 0.0132 0.08
1560424 1481190 0.045 0.0141 0.0588
1560597 4954631 0.075 0.0047 0.2407
1560614 3446469 0.045 0.0154 0.0526
1560627 3028626 0.047 0.0134 0.0682
1560720 5491717 0.051 0.011 0.1069
1560720 5619509 0.052 0.0097 0.1212
1560747 1539998 0.045 0.0148 0.0539
1560785 1726211 0.046 0.0143 0.0613
1560785 2231226 0.045 0.0144 0.0599
1560785 3301831 0.044 0.015 0.0502
1560785 5912052 0.05 0.0102 0.1107
1560812 2082443 0.045 0.0144 0.0561
1560812 4967874 0.047 0.0132 0.0752
1560843 1496565 0.075 0.0053 0.2364
1560925 1528059 0.047 0.014 0.067
1560974 5519836 0.08 0.0041 0.2676
1561033 1281236 0.044 0.0136 0.0611
1561033 3483142 0.047 0.0133 0.0728
1561033 5134315 0.075 0.0051 0.2421
1561085 2874422 0.045 0.0146 0.0578
1561187 3655999 0.076 0.0044 0.2502
1561187 3769365 0.049 0.0124 0.0886
1561187 5474176 0.047 0.0136 0.0729
1561216 3108385 0.052 0.0101 0.1197
1561378 1096761 0.046 0.0143 0.0647
1561378 3827290 0.047 0.014 0.0686
1561438 3873881 0.047 0.0154 0.0601
1561499 2722269 0.055 0.009 0.1381
1561524 3203002 0.075 0.0047 0.245
1561631 2383622 0.046 0.0141 0.0641
1561682 4262845 0.066 0.0001 0.2486
1561777 2867363 0.048 0.0139 0.0738
1561814 4983086 0.045 0.0148 0.0551
1561873 4424274 0.047 0.014 0.0666
1561926 3810981 0.047 0.0146 0.0634
1561958 4948538 0.074 0.006 0.2299
1561990 2575605 0.047 0.0139 0.071
1562045 1133878 0.045 0.0157 0.0506
1562104 2109221 0.078 0.0047 0.2506
1562120 3592012 0.045 0.0155 0.053
1562171 3894390 0.074 0.0055 0.2351
1562209 3869714 0.078 0.0047 0.2543
1562283 3013061 0.047 0.0144 0.0661
1562283 4156102 0.046 0.0139 0.0669
1562341 2035362 0.048 0.0133 0.0767
1562341 4387834 0.046 0.0138 0.07
1562370 4065383 0.068 0 0.2491
1562384 3985248 0.047 0.0128 0.0789
1562414 2415580 0.077 0.0041 0.2575
1562414 3197048 0.079 0.0049 0.2576
1562414 5027159 0.047 0.014 0.0645
1562473 5477182 0.069 0 0.2545
1562492 1664955 0.044 0.0153 0.0448
1562617 1292094 0.074 0.0061 0.2317
1562617 3073999 0.08 0.0051 0.2581
1562726 3138641 0.057 0.0068 0.1586
1562758 4158854 0.048 0.0129 0.0829
1562758 5391156 0.045 0.0156 0.0477
1562758 5864764 0.044 0.0157 0.0472
1562763 2316252 0.075 0.0045 0.2454
1562950 2260759 0.049 0.013 0.0846
1562986 4154078 0.039 0.0135 0.0554
1563006 2664733 0.044 0.0156 0.0466
1563073 2450642 0.046 0.0141 0.0663
1563100 1278833 0.045 0.0155 0.0481
1563155 2014688 0.053 0.0085 0.1343
1563155 4373382 0.055 0.0076 0.1462
1563172 3767087 0.048 0.0131 0.0765
1563356 4362516 0.052 0.0095 0.124
1563399 4969628 0.046 0.014 0.0584
1563403 4195271 0.074 0.0052 0.2386
1563410 1376934 0.08 0.0042 0.2678
1563558 1129624 0.045 0.0133 0.0681
1563671 3549747 0.079 0.0041 0.2638
1563708 2384544 0.045 0.0151 0.055
1563757 5112202 0.078 0.0031 0.27
1563766 4497894 0.045 0.0139 0.0639
1563837 2775941 0.069 0 0.2526
1563837 3695995 0.067 0 0.2505
1563909 1225338 0.043 0.0147 0.0499
1563909 3055575 0.045 0.0147 0.055
1563911 1356626 0.073 0.0054 0.2308
1563922 1957867 0.074 0.0055 0.2342
1563922 6003554 0.067 0.0001 0.2483
1563954 4285538 0.045 0.0146 0.0581
1564058 3604673 0.047 0.0135 0.0719
1564081 4427041 0.045 0.0152 0.0541
1564090 2642925 0.044 0.0153 0.0503
1564137 4147191 0.046 0.0131 0.0712
1564195 1461200 0.046 0.015 0.059
1564195 2943811 0.046 0.0138 0.0683
1564195 4752456 0.077 0.0052 0.2474
1564252 4908016 0.068 0 0.2493
1564269 3922486 0.084 0.0033 0.2919
1564323 2844260 0.067 0 0.2497
1564382 5710167 0.047 0.0142 0.0678
1564421 4586358 0.046 0.0144 0.0575
1564592 4031241 0.079 0.0036 0.2678
1564609 4255931 0.065 0.0078 0.1821
1564725 4290979 0.044 0.0154 0.0474
1565038 5003138 0.037 0.0128 0.0606
1565074 2671422 0.046 0.0135 0.0708
1565080 2400188 0.047 0.0144 0.0666
1565115 3297549 0.066 0.0004 0.2422
1565258 5179050 0.055 0.0085 0.1401
1565263 2638105 0.065 0 0.2456
1565306 3770919 0.079 0.004 0.2609
1565314 2472746 0.047 0.0149 0.0637
1565330 3459941 0.052 0.0098 0.1221
1565330 5710528 0.044 0.0154 0.0495
1565459 5539018 0.046 0.014 0.0663
1565610 2585694 0.052 0.0104 0.1154
1565628 4239398 0.045 0.0154 0.049
1565634 1030426 0.044 0.0151 0.0523
1565634 3090837 0.052 0.0098 0.1206
1565652 5483920 0.046 0.0141 0.0645
1565755 4886665 0.085 0.0034 0.2919
1565822 2223026 0.052 0.0099 0.1187
1565860 2952563 0.071 0.0057 0.2198
1565941 2790062 0.078 0.0045 0.2561
1565984 2384829 0.081 0.0033 0.278
1565984 2629981 0.082 0.0038 0.2781
1566024 5095407 0.078 0.0049 0.2513
1566024 5258409 0.046 0.0148 0.0608
1566024 5953706 0.046 0.0142 0.0629
1566130 2241771 0.045 0.0157 0.0465
1566238 3671733 0.044 0.0151 0.0495
1566398 2777361 0.047 0.014 0.0703
1566398 4091560 0.051 0.0107 0.1117
1566470 1668463 0.071 0.0052 0.2277
1566722 1755352 0.046 0.0152 0.0475
1566754 5589218 0.048 0.0132 0.0718
1566760 2883619 0.046 0.0138 0.0681
1566760 3503284 0.047 0.0132 0.0737
1566778 4498200 0.037 0.0076 0.1244
1566803 1647343 0.066 0 0.2471
1566803 3720578 0.046 0.0147 0.0625
1566834 5154030 0.047 0.0141 0.0665
1567317 3973696 0.044 0.0156 0.048
1567542 3287149 0.045 0.0144 0.0578
1567574 4662589 0.045 0.0137 0.067
1567574 5907391 0.073 0.0059 0.23
1567599 1417562 0.082 0.0045 0.2695
1567670 3029606 0.049 0.012 0.0915
1567773 2203833 0.046 0.0149 0.0596
1567792 2423534 0.081 0.0044 0.2679
1567815 5610873 0.045 0.0155 0.0485
1567823 3341974 0.044 0.0152 0.0493
1567928 1618023 0.072 0.0047 0.2309
1567945 5344461 0.076 0.0048 0.2488
1567969 2304855 0.044 0.0154 0.0463
1568035 2906952 0.052 0.0101 0.1179
1568054 3693816 0.072 0.0046 0.2336
1568097 4685440 0.134 0 0.4987
1568150 4034170 0.045 0.0143 0.0595
1568217 3161771 0.044 0.0144 0.0541
1568396 3112149 0.046 0.0142 0.0642
1568482 1227102 0.046 0.0139 0.0654
1568502 5306956 0.077 0.0047 0.2539
1568601 1704436 0.045 0.0152 0.0536
1568656 4054618 0.044 0.0146 0.0562
1568667 2995349 0.133 0 0.4991
1568667 3738090 0.044 0.0152 0.0524
1568703 2378094 0.047 0.0137 0.0705
1568791 2336721 0.079 0.0049 0.2601
1568863 2108905 0.047 0.0133 0.0761
1568863 4547993 0.044 0.016 0.0452
1568890 5481769 0.047 0.0135 0.0705
1568949 2835155 0.047 0.0141 0.066
1569023 3857336 0.08 0.0041 0.2655
1569125 2557938 0.046 0.0135 0.0701
1569125 2703089 0.047 0.0131 0.0751
1569199 5671038 0.073 0.0052 0.2305
1569206 5807441 0.044 0.0152 0.0474
1569249 5359017 0.047 0.0135 0.0722
1569288 5852014 0.046 0.0131 0.0761
1569381 5683373 0.046 0.0143 0.0612
1569409 2807649 0.046 0.0127 0.0764
1569409 5826159 0.045 0.0143 0.0598
1569478 1715770 0.081 0.0031 0.275
1569497 3709429 0.066 0.0001 0.2451
1569497 5684204 0.051 0.0094 0.1205
1569503 3324049 0.047 0.0131 0.0761
1569528 5415414 0.053 0.0089 0.1318
1569591 3351428 0.055 0.0081 0.1447
1569650 3126936 0.052 0.0101 0.1178
1569686 3567199 0.045 0.0148 0.0531
1569729 3881473 0.075 0.0039 0.248
1569729 5254926 0.045 0.0145 0.0602
1569753 2761856 0.068 0 0.2512
1569753 4457482 0.044 0.016 0.0445
1569859 3189645 0.045 0.0153 0.0501
1569859 3232554 0.047 0.0132 0.079
1569896 1461516 0.075 0.0055 0.2372
1569896 1911171 0.047 0.0143 0.0651
1569924 2989593 0.052 0.0099 0.1202
1570011 4981132 0.071 0.0055 0.2219
1570060 1879179 0.047 0.0027 0.2631
1570060 2020630 0.033 0.0114 0.0455
1570121 1575277 0.053 0.0092 0.1257
1570121 5042646 0.076 0.0047 0.2445
1570186 3670795 0.045 0.0145 0.0581
1570198 3282804 0.046 0.0145 0.0604
1570224 2845855 0.044 0.015 0.0508
1570236 3958685 0.073 0.0056 0.2314
1570293 1982466 0.05 0.0113 0.1031
1570466 4396167 0.045 0.0152 0.0539
1570494 4212707 0.045 0.0143 0.0559
1570502 1668481 0.077 0.0052 0.246
1570502 2130828 0.045 0.0156 0.0485
1570502 3538614 0.045 0.0138 0.0655
1570529 1670706 0.073 0.0058 0.2308
1570595 5503547 0.046 0.0125 0.0706
1570601 4687839 0.08 0.0042 0.2647
1570667 3505482 0.06 0.0001 0.2347
1570680 2331828 0.047 0.014 0.0695
1570728 1998719 0.044 0.0153 0.0478
1570769 3575424 0.047 0.0143 0.067
1570787 3828435 0.047 0.0142 0.0678
1570807 3711373 0.078 0.0042 0.2568
1570875 3361679 0.075 0.0052 0.2422
1571104 2837855 0.044 0.0152 0.0475
1571133 1286759 0.045 0.0158 0.0489
1571283 3922506 0.043 0.0153 0.0455
1571341 5741354 0.046 0.014 0.0645
1571384 1722182 0.053 0.0099 0.1234
1571414 5131145 0.073 0.0045 0.237
1571427 1587347 0.046 0.0141 0.0661
1571430 2484287 0.042 0.0143 0.0456
1571430 5273057 0.04 0.0141 0.0447
1571430 5599240 0.041 0.0144 0.0443
1571465 3211821 0.072 0.0057 0.2296
1571689 4605629 0.077 0.0043 0.2576
1571744 4293228 0.079 0.0044 0.2611
1571758 5436666 0.066 0.0001 0.2452
1571775 3560934 0.044 0.0159 0.0452
1571775 6019708 0.081 0.0046 0.2651
1571801 2382629 0.085 0.0044 0.2848
1571801 5292238 0.049 0.0124 0.0914
1571880 4131809 0.051 0.0101 0.1133
1572253 2148351 0.064 0.0037 0.2715
1572378 5246401 0.068 0.0001 0.2499
1572517 5314413 0.045 0.0148 0.0555
1572615 5159811 0.072 0.0053 0.2302
1572679 3513647 0.047 0.0136 0.073
1572705 1114439 0.07 0.0037 0.2812
1572739 2020864 0.047 0.0139 0.0716
1572806 1149511 0.048 0.0135 0.0782
1572806 5093398 0.047 0.0145 0.0623
1573013 3973782 0.05 0.0117 0.0966
1573042 3639938 0.046 0.0142 0.0644
1573080 4976290 0.052 0.0101 0.1161
1573373 5531136 0.045 0.0149 0.0546
1573447 5058883 0.051 0.0095 0.1213
1573459 3535978 0.074 0.0048 0.2413
1573485 3600697 0.071 0.0056 0.2204
1573550 5251646 0.048 0.0126 0.0824
1573645 3596037 0.047 0.0146 0.0644
1573652 4506553 0.047 0.0128 0.0799
1573687 3477850 0.047 0.0142 0.0697
1573687 4715012 0.048 0.0128 0.0823
1573700 1460149 0.047 0.0134 0.0711
1573761 2953719 0.068 0.0041 0.2607
1573937 4935927 0.052 0.0107 0.1123
1573968 2473002 0.045 0.015 0.0481
1574050 4934173 0.046 0.0152 0.057
1574160 1096846 0.078 0.0036 0.2629
1574348 5665680 0.047 0.0132 0.0775
1574355 2372455 0.045 0.0148 0.0543
1574361 5822984 0.075 0.0053 0.241
1574490 3160483 0.044 0.0154 0.0455
1574580 1437606 0.044 0.0083 0.128
1574599 2234132 0.044 0.0155 0.0476
1574599 3249363 0.047 0.0146 0.065
1574641 1042765 0.046 0.0154 0.0512
1574706 3987181 0.078 0.0048 0.2575
1574727 2996299 0.045 0.0149 0.0509
1574866 4902047 0.045 0.0151 0.0547
1574903 4739779 0.043 0.0148 0.0502
1574934 1435318 0.044 0.0151 0.0509
1574987 4730587 0.075 0.0044 0.2479
1574987 5674095 0.045 0.0142 0.0613
1574991 2411985 0.075 0.0058 0.2381
1575051 1126792 0.053 0.01 0.1215
1575051 3074143 0.076 0.0048 0.2492
1575088 3071532 0.08 0.0039 0.2729
1575088 4121949 0.044 0.0155 0.0488
1575117 4362625 0.076 0.0049 0.2474
1575117 4716313 0.049 0.0123 0.0925
1575148 5348829 0.045 0.0148 0.0556
1575277 5042646 0.069 0.0001 0.2521
1575277 5195416 0.068 0 0.2495
1575301 3318228 0.047 0.014 0.0699
1575325 2077708 0.055 0.0084 0.1411
1575356 4718686 0.046 0.0145 0.0599
1575487 4697922 0.071 0.0055 0.2228
1575604 5895351 0.067 0.0001 0.2468
1575696 1263122 0.076 0.0039 0.2548
1575757 1330810 0.07 0.0065 0.2136
1575757 3089079 0.043 0.0152 0.046
1575766 2088430 0.077 0.0051 0.2489
1575946 1648367 0.044 0.0153 0.0483
1576094 3293099 0.048 0.0133 0.0784
1576094 4308306 0.046 0.014 0.0667
1576174 4077387 0.046 0.0142 0.0658
1576174 5093644 0.046 0.0139 0.0659
1576199 2196764 0.044 0.015 0.051
1576265 4335556 0.074 0.0063 0.2263
1576381 1712372 0.075 0.0063 0.2324
1576381 3280836 0.046 0.0141 0.0669
1576497 4943052 0.051 0.0121 0.0993
1576503 3893430 0.043 0.0156 0.0459
1576503 3975543 0.044 0.0149 0.0513
1576503 5505220 0.045 0.015 0.0516
1576545 1006250 0.046 0.0143 0.061
1576545 5094743 0.052 0.0102 0.1162
1576621 5415087 0.055 0.0081 0.1417
1576664 2397386 0.048 0.0133 0.0784
1576677 3813729 0.047 0.015 0.0603
1576716 1452974 0.079 0.0043 0.2634
1576804 2074235 0.045 0.015 0.0553
1576820 5933984 0.046 0.0143 0.0662
1576833 1519348 0.044 0.015 0.0502
1576833 5649020 0.045 0.0138 0.0615
1576862 3349065 0.046 0.0153 0.0533
1576885 1430313 0.077 0.0038 0.2624
1577026 5147748 0.072 0.0055 0.2281
1577137 3636968 0.078 0.0054 0.2507
1577153 2954961 0.044 0.0157 0.0483
1577153 5002502 0.079 0.0053 0.2541
1577252 5845313 0.043 0.0151 0.0455
1577276 3504852 0.047 0.0143 0.0688
1577276 4477958 0.046 0.0152 0.0585
1577276 5745521 0.046 0.0146 0.0622
1577443 3974450 0.045 0.0158 0.0476
1577549 3224409 0.079 0.0039 0.2692
1577635 2550766 0.077 0.005 0.2484
1577725 2061752 0.049 0.0133 0.0802
1577774 4972769 0.054 0.008 0.142
1577971 4063105 0.055 0.0084 0.1402
1578002 1648526 0.077 0.0044 0.2551
1578107 1829141 0.046 0.0141 0.0632
1578387 4204931 0.045 0.0151 0.0529
1578387 4568450 0.044 0.0153 0.0483
1578509 3473284 0.077 0.0037 0.259
1578511 1701603 0.083 0.0051 0.2711
1578511 2654124 0.076 0.0044 0.25
1578535 2723183 0.044 0.0158 0.0472
1578606 3401377 0.046 0.014 0.0672
1578630 4388027 0.053 0.0093 0.1273
1578665 2797277 0.087 0.003 0.3003
1578665 4898647 0.048 0.013 0.0807
1578688 2048641 0.047 0.0147 0.0567
1578747 4312933 0.076 0.0052 0.2415
1578850 2996797 0.074 0.004 0.2483
1578877 2901179 0.082 0.0042 0.267
1578877 4015014 0.042 0.0145 0.0463
1579000 4211608 0.044 0.015 0.0528
1579072 2794801 0.045 0.0141 0.0575
1579274 1740863 0.066 0 0.2467
1579280 2132183 0.045 0.0156 0.0521
1579280 2222857 0.044 0.0145 0.0554
1579305 3006839 0.046 0.0131 0.0639
1579339 5983547 0.045 0.0149 0.0554
